collectioncode,catalognumber,scientificname,longitude,latitude
FMNH-SEEDPLANTS*,V0181983F,Cambessedesia espora,-46.392500,-20.250556
CEN,103274,Cambessedesia espora,-42.7525,-15.338333
CEN,106770,Cambessedesia espora,-47.906666,-15.739722
CEN,110934,Cambessedesia espora,-48.105833,-15.555
CEN,110987,Cambessedesia espora,-47.643333,-14.115833
CEN*,11446,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,16553,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,27343,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,40456,Cambessedesia espora,-47.9502983093262,-16.2525005340576
CEN*,32228,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,33359,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,35591,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,35788,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,36146,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,371,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,44737,Cambessedesia espora,-46.9061012268066,-16.3575000762939
CEN*,47167,Cambessedesia espora,-47.6136016845703,-16.7686004638672
CEN*,47266,Cambessedesia espora,-46.9061012268066,-16.3575000762939
CEN*,49542,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN,53665,Cambessedesia espora,-47.901944,-15.575277
CEN*,54347,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN,57999,Cambessedesia espora,-48.016666,-15.866666
CEN*,65994,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,7330,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN,75044,Cambessedesia espora,-47.988333,-15.771111
CEN,75130,Cambessedesia espora,-47.9647222,-15.745277
CEN,75176,Cambessedesia espora,-48.035277,-15.603611
CEN,75777,Cambessedesia espora,-48.078888,-15.640833
CEN,75928,Cambessedesia espora,-47.985,-15.741111
CEN*,76372,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,8062,Cambessedesia espora,-45.824444,-18.350278
CEN,82241,Cambessedesia espora,-47.946944,-15.7375
CEN,83019,Cambessedesia espora,-48.003888,-15.9125
CEN,83210,Cambessedesia espora,-48.0016666,-15.909722
CEN*,85290,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN*,85373,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN,86948,Cambessedesia espora,-46.814722,-20.338333
CEN*,872,Cambessedesia espora,-47.9296989440918,-15.7797002792358
CEN,94605,Cambessedesia espora,-43.96,-20.2725
CEN,96057,Cambessedesia espora,-48.055,-15.450555
CEN,96085,Cambessedesia espora,-47.848055,-15.873055
US*,3136855,Cambessedesia espora,-43.6814002990723,-18.8071994781494
US*,2426278,Cambessedesia espora,-47.9296989440918,-15.7797002792358
US,2504250,Cambessedesia espora,-47,-14
US*,286909,Cambessedesia espora,-47.832778,-15.524167
US*,2849151,Cambessedesia espora,-44.4308013916016,-18.7563991546631
US*,2458527,Cambessedesia espora,-46.1725006103516,-17.7425003051758
US*,2459261,Cambessedesia espora,-47.9296989440918,-15.7797002792358
US*,3297444,Cambessedesia espora,-47.7841987609863,-14.9856004714966
US*,2742682,Cambessedesia espora,-47.9296989440918,-15.7797002792358
US,2534284,Cambessedesia espora,-48.13,-16
US*,1066893,Cambessedesia espora,-43.758889,-17.341111
JOI*,3437,Cambessedesia espora,-44.1800003051758,-17.8733005523682
ESA*,28339,Cambessedesia espora,-46.6096992492676,-20.718900680542
ESA*,23126,Cambessedesia espora,-46.492500,-20.167500
ESA*,15065,Cambessedesia espora,-44.6577987670898,-21.2980995178223
ESA*,82091,Cambessedesia espora,-43.5080986022949,-20.2875003814697
ESA*,102728,Cambessedesia espora,-47.2928009033203,-19.3528003692627
ESA*,72030,Cambessedesia espora,-44.999698638916,-21.2453002929688
ESA*,76260,Cambessedesia espora,-44.999698638916,-21.2453002929688
ESA*,82140,Cambessedesia espora,-43.5080986022949,-20.2875003814697
ESA*,101259,Cambessedesia espora,-44.9033012390137,-21.511100769043
ESA*,93190,Cambessedesia espora,-47.8199996948242,-22.25
ESA*,23481,Cambessedesia espora,-44.1721992492676,-17.7574996948242
HUCP*,19597,Cambessedesia espora,-46.5800018310547,-23.3099994659424
UB*,19622,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UB*,19494,Cambessedesia espora,-46.1725006103516,-17.7425003051758
UB,175447,Cambessedesia espora,-47.509167,-14.0725
UB*,19497,Cambessedesia espora,-44.280000,-19.356667
UB*,19529,Cambessedesia espora,-43.665833,-20.509167
UB*,19550,Cambessedesia espora,-47.8199996948242,-22.25
UB*,19555,Cambessedesia espora,-46.1725006103516,-17.7425003051758
UB*,19573,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UB*,19599,Cambessedesia espora,-47.694167,-14.018333
UB,2560,Cambessedesia espora,-47.916667,-15.95
UB,2561,Cambessedesia espora,-47.916667,-15.95
UB,2562,Cambessedesia espora,-47.883333,-15.933333
UB*,2563,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UB*,2564,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UB,2565,Cambessedesia espora,-47.85,-15.75
UB,2566,Cambessedesia espora,-47.85,-15.75
UB*,2569,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UB*,2570,Cambessedesia espora,-47.9296989440918,-15.7797002792358
EFC,16023,Cambessedesia espora,-55.7611,-15.4574
HDJF,5163,Cambessedesia espora,-43.811944,-18.4175
BMA*,824,Cambessedesia espora,-43.8577995300293,-20.4997005462646
LUSC*,827,Cambessedesia espora,-44.8711013793945,-21.3169002532959
LUSC*,826,Cambessedesia espora,-44.999698638916,-21.2453002929688
NL-BOTANY*,L.2533394,Cambessedesia espora,-47.567222,-15.751389
NL-BOTANY*,U.1385063,Cambessedesia espora,-47.783056,-14.075278
NL-BOTANY*,WAG.1091102,Cambessedesia espora,-47.540000,-14.815000
NL-BOTANY*,WAG.1091103,Cambessedesia espora,-47.810556,-15.554167
FURB*,41440,Cambessedesia espora,-47.5099983215332,-14.1324996948242
FURB*,9770,Cambessedesia espora,-47.2928009033203,-19.3528003692627
SPSF*,33548,Cambessedesia espora,-46.647778,-20.529722
SPSF*,34944,Cambessedesia espora,-46.7200012207031,-23.3199996948242
MBM,383444,Cambessedesia espora,-47.529722,-13.539528
MBM,397667,Cambessedesia espora,-48.893358,-15.713633
MBM,414608,Cambessedesia espora,-46.330556,-20.640556
MBM,416245,Cambessedesia espora,-42.927778,-16.541944
MBM,428306,Cambessedesia espora,-46.699583,-23.340056
VIC*,45211,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUEFS,124341,Cambessedesia espora,-45.020278,-21.753056
HUEFS,124348,Cambessedesia espora,-45.020278,-21.753056
HUEFS,162793,Cambessedesia espora,-44.031389,-20.063333
HUEFS,88326,Cambessedesia espora,-44.182222,-17.752778
ESAL,3028,Cambessedesia espora,-44.999444,-21.245278
ESAL*,29217,Cambessedesia espora,-44.6425018310547,-21.4874992370605
ESAL,13372,Cambessedesia espora,-44.999444,-21.245278
ESAL,13414,Cambessedesia espora,-44.999444,-21.245278
ESAL*,21841,Cambessedesia espora,-44.9171981811523,-21.4011001586914
ESAL*,21842,Cambessedesia espora,-44.9171981811523,-21.4011001586914
ESAL,22938,Cambessedesia espora,-44.999444,-21.245278
ESAL,2331,Cambessedesia espora,-44.999444,-21.245278
ESAL,24184,Cambessedesia espora,-44.999444,-21.245278
ESAL,24496,Cambessedesia espora,-44.999444,-21.245278
ESAL,24497,Cambessedesia espora,-44.635833,-21.584444
ESAL,24498,Cambessedesia espora,-44.999444,-21.245278
ESAL,24499,Cambessedesia espora,-44.635278,-21.5725
ESAL,24500,Cambessedesia espora,-44.999444,-21.245278
ESAL,24501,Cambessedesia espora,-44.643889,-21.5775
ESAL,24502,Cambessedesia espora,-44.635278,-21.572222
ESAL,24503,Cambessedesia espora,-44.635278,-21.572222
ESAL,25980,Cambessedesia espora,-44.603333,-21.976111
ESAL*,3639,Cambessedesia espora,-46.3880996704102,-20.8635997772217
ESAL,7800,Cambessedesia espora,-44.999444,-21.245278
ESAL,7887,Cambessedesia espora,-44.999444,-21.245278
ESAL,8024,Cambessedesia espora,-44.999444,-21.245278
ESAL,8796,Cambessedesia espora,-44.999444,-21.245278
FMM,1111,Cambessedesia espora,-47.856517,-15.869197
FMM,1110,Cambessedesia espora,-47.865642,-15.773819
FMM,1108,Cambessedesia espora,-47.880333,-15.898114
FMM,1109,Cambessedesia espora,-47.944708,-15.896697
FMM,1781,Cambessedesia espora,-47.856125,-15.907056
HUEM,32923,Cambessedesia espora,-43.714917,-18.805639
HUEM,32945,Cambessedesia espora,-43.74825,-18.841111
HUEM*,6822,Cambessedesia espora,-44.6577987670898,-21.2980995178223
NYBG,477717,Cambessedesia espora,-46.88,-23.1803
NYBG,1523325,Cambessedesia espora,-47.9294,-15.7797
NYBG,1549757,Cambessedesia espora,-47.5,-14.5
NYBG,1523312,Cambessedesia espora,-47.5097,-14.1325
NYBG,1523310,Cambessedesia espora,-47.5097,-14.1325
NYBG,1523334,Cambessedesia espora,-43.6719,-18.348
NYBG,1549787,Cambessedesia espora,-47.78471,-15.6555
NYBG*,477708,Cambessedesia espora,-47.616944,-15.841667
NYBG,477715,Cambessedesia espora,-49.7056,-24.2511
NYBG,1523319,Cambessedesia espora,-45.5953,-21.8922
NYBG,1523329,Cambessedesia espora,-47.9294,-15.7797
NYBG,477721,Cambessedesia espora,-45.88,-23.1703
NYBG,1523244,Cambessedesia espora,-47.9294,-15.7797
NYBG,1523311,Cambessedesia espora,-47.9294,-15.7797
NYBG,1549812,Cambessedesia espora,-47.5167,-13.94497
NYBG,1549754,Cambessedesia espora,-47.9294,-15.7797
NYBG,1549781,Cambessedesia espora,-47.9,-15.77
NYBG,1523279,Cambessedesia espora,-47.5097,-14.1325
NYBG,1549752,Cambessedesia espora,-47.5,-14.5
NYBG,1523338,Cambessedesia espora,-47.5,-14.78
NYBG,1523313,Cambessedesia espora,-47.988069,-15.948311
NYBG,477713,Cambessedesia espora,-44.8497,-22.66
NYBG,1549788,Cambessedesia espora,-47.8167,-15.66041
NYBG,1549804,Cambessedesia espora,-46.93875,-17.1556
NYBG,477723,Cambessedesia espora,-45.88,-23.1703
NYBG*,1549773,Cambessedesia espora,-43.640833,-20.089444
NYBG,1549805,Cambessedesia espora,-47.65855,-15.6237
NYBG,1549779,Cambessedesia espora,-46.3656,-20.2456
NYBG,477722,Cambessedesia espora,-45.88,-23.1703
NYBG,01856033,Cambessedesia espora,-48.8936,-15.7139
NYBG,1549771,Cambessedesia espora,-46.3656,-20.2456
NYBG,1549802,Cambessedesia espora,-42.3894,-17.99645
NYBG,1549783,Cambessedesia espora,-47.5952778,-14.04001
NYBG,1549784,Cambessedesia espora,-48,-16.03
NYBG,477712,Cambessedesia espora,-49.7056,-24.2511
NYBG,477711,Cambessedesia espora,-49.33,-24.13
NYBG,477701,Cambessedesia espora,-43.2485756,-19.9480039
NYBG,1523330,Cambessedesia espora,-47.9294,-15.7797
NYBG*,1549755,Cambessedesia espora,-44.343056,-20.207222
NYBG,1523271,Cambessedesia espora,-47.5333,-14.79038
NYBG,477724,Cambessedesia espora,-49.7056,-24.2511
NYBG,1549770,Cambessedesia espora,-43.7733,-21.2258
NYBG,1523243,Cambessedesia espora,-47.83,-15.78
NYBG,477720,Cambessedesia espora,-45.88,-23.1703
NYBG,1549803,Cambessedesia espora,-47.6094444,-14.1167
NYBG,1523255,Cambessedesia espora,-47.5167,-14.1167
NYBG,1549797,Cambessedesia espora,-43.2183,-16.40345
EAC,9244,Cambessedesia espora,-47.933333,-15.95
HEPH,21902,Cambessedesia espora,-47.85,-15.866667
CGMS*,63937,Cambessedesia espora,-49.1150016784668,-25.2061004638672
HUFU*,12576,Cambessedesia espora,-46.3657989501953,-20.2453002929688
HUFU*,25578,Cambessedesia espora,-46.0499992370605,-20.6152992248535
HUFU*,28066,Cambessedesia espora,-47.2928009033203,-19.3528003692627
HUFU*,28070,Cambessedesia espora,-47.2928009033203,-19.3528003692627
HUFU*,28078,Cambessedesia espora,-47.2928009033203,-19.3528003692627
HUFU*,28276,Cambessedesia espora,-47.2928009033203,-19.3528003692627
HUFU*,34111,Cambessedesia espora,-47.2928009033203,-19.3528003692627
HUFU*,34509,Cambessedesia espora,-47.2928009033203,-19.3528003692627
HUFU*,353,Cambessedesia espora,-47.439998626709,-19.8652992248535
HUFU*,3631,Cambessedesia espora,-47.9296989440918,-15.7797002792358
HUFU*,36935,Cambessedesia espora,-47.2928009033203,-19.3528003692627
HUFU*,38302,Cambessedesia espora,-43.8577995300293,-20.4997005462646
HUFU*,38556,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU*,38557,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU*,38558,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU*,38559,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU*,40584,Cambessedesia espora,-47.4583015441895,-13.7974996566772
HUFU*,4113,Cambessedesia espora,-47.9296989440918,-15.7797002792358
HUFU*,44964,Cambessedesia espora,-44.8899993896484,-21.9589004516602
HUFU*,4507,Cambessedesia espora,-43.7736015319824,-21.2257995605469
HUFU*,4516,Cambessedesia espora,-44.1781005859375,-21.1103000640869
HUFU*,47763,Cambessedesia espora,-46.8539009094238,-20.343900680542
HUFU*,48609,Cambessedesia espora,-46.3657989501953,-20.2453002929688
HUFU*,49774,Cambessedesia espora,-43.543333,-20.632778
HUFU,50090,Cambessedesia espora,-43.550000,-20.434722
HUFU,50357,Cambessedesia espora,-47.601044,-17.900266
HUFU*,52466,Cambessedesia espora,-43.6002998352051,-18.2493991851807
HUFU*,52640,Cambessedesia espora,-43.6002998352051,-18.2493991851807
HUFU,54403,Cambessedesia espora,-47.933333,-15.95
HUFU*,60098,Cambessedesia espora,-50.2150001525879,-16.1266994476318
HUFU*,60905,Cambessedesia espora,-50.2150001525879,-16.1266994476318
HUFU*,61186,Cambessedesia espora,-44.1721992492676,-17.7574996948242
HUFU,62806,Cambessedesia espora,-43.953889,-21.699167
HUFU*,62901,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU,63064,Cambessedesia espora,-48.872778,-15.796389
HUFU,63507,Cambessedesia espora,-48.892778,-15.715556
HUFU*,64367,Cambessedesia espora,-47.633056,-14.565000
HUFU,66929,Cambessedesia espora,-48.963889,-15.717778
HUFU*,67377,Cambessedesia espora,-43.7144012451172,-19.1688995361328
HUFU,71052,Cambessedesia espora,-44.956667,-21.733333
HUFU*,72498,Cambessedesia espora,-44.1721992492676,-17.7574996948242
HUFU*,73264,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU,73362,Cambessedesia espora,-43.716667,-20.483333
HUFU*,73907,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU*,73927,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU*,73943,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU*,73946,Cambessedesia espora,-43.6918983459473,-20.5207996368408
HUFU,74179,Cambessedesia espora,-43.752222,-20.338889
HUFU*,74841,Cambessedesia espora,-46.8539009094238,-20.343900680542
HUFU,77467,Cambessedesia espora,-45.0925,-21.345556
HUFU,78328,Cambessedesia espora,-43.925,-17.985
UFG*,15385,Cambessedesia espora,-47.833889,-14.201944
SP*,102166,Cambessedesia espora,-46.1883010864258,-23.5228004455566
SP*,130252,Cambessedesia espora,-46.6300010681152,-23.5400009155273
SP*,166066,Cambessedesia espora,-46.9421997070312,-22.372200012207
SP*,204885,Cambessedesia espora,-44.1721992492676,-17.7574996948242
SP*,305909,Cambessedesia espora,-47.9296989440918,-15.7797002792358
SP*,321122,Cambessedesia espora,-47.2200012207031,-23.6499996185303
SP*,78221,Cambessedesia espora,-46.5299987792969,-23.4599990844727
SP*,80895,Cambessedesia espora,-47.9296989440918,-15.7797002792358
SP*,93377,Cambessedesia espora,-45.8800010681152,-23.1700000762939
UEC*,104253,Cambessedesia espora,-46.9421997070312,-22.372200012207
UEC*,104286,Cambessedesia espora,-46.6300010681152,-23.5400009155273
UEC*,104860,Cambessedesia espora,-44.5699996948242,-22.6399993896484
UEC*,105453,Cambessedesia espora,-47.2599983215332,-23.5300006866455
UEC*,113495,Cambessedesia espora,-44.5699996948242,-22.6399993896484
UEC,121104,Cambessedesia espora,-47.90625,-15.929944
UEC,121107,Cambessedesia espora,-47.90625,-15.929944
UEC,129518,Cambessedesia espora,-43.882778,-19.455278
UEC,130466,Cambessedesia espora,-43.882778,-19.455278
UEC,131611,Cambessedesia espora,-47.911833,-15.916833
UEC,148686,Cambessedesia espora,-45.969444,-20.836111
UEC,148742,Cambessedesia espora,-45.838333,-20.935
UEC,149870,Cambessedesia espora,-46.293333,-20.636389
UEC*,154542,Cambessedesia espora,-43.8067016601562,-19.8864002227783
UEC*,154543,Cambessedesia espora,-46.8539009094238,-20.343900680542
UEC,154544,Cambessedesia espora,-43.701667,-20.491722
UEC*,154545,Cambessedesia espora,-47.122200012207,-20.4622001647949
UEC,154633,Cambessedesia espora,-47.538056,-14.136667
UEC,154634,Cambessedesia espora,-47.879722,-15.955278
UEC*,154995,Cambessedesia espora,-46.0499992370605,-20.6152992248535
UEC*,154996,Cambessedesia espora,-46.3657989501953,-20.2453002929688
UEC,156963,Cambessedesia espora,-46.540278,-20.488889
UEC*,159465,Cambessedesia espora,-46.5055999755859,-20.6413993835449
UEC,159657,Cambessedesia espora,-46.540556,-20.487222
UEC,161138,Cambessedesia espora,-46.411306,-20.571722
UEC,161460,Cambessedesia espora,-44.190833,-17.752778
UEC*,162553,Cambessedesia espora,-46.3182983398438,-22.854700088501
UEC*,175690,Cambessedesia espora,-43.8466987609863,-19.9855995178223
UEC*,177667,Cambessedesia espora,-43.7144012451172,-19.1688995361328
UEC*,178304,Cambessedesia espora,-48.760556,-15.853056
UEC,188076,Cambessedesia espora,-46.751417,-20.412372
UEC*,195766,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UEC,197966,Cambessedesia espora,-47.500064,-23.270972
UEC*,28332,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UEC*,36866,Cambessedesia espora,-45.9472007751465,-21.42919921875
UEC,52387,Cambessedesia espora,-47.893611,-15.951944
UEC*,52430,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UEC*,53188,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UEC*,54598,Cambessedesia espora,-46.3880996704102,-20.8635997772217
UEC*,56630,Cambessedesia espora,-46.9914016723633,-20.9169006347656
UEC*,70948,Cambessedesia espora,-47.2900009155273,-23.2600002288818
UEC,75322,Cambessedesia espora,-43.663639,-20.489056
UEC*,79660,Cambessedesia espora,-47.4700012207031,-20.25
BHCB,178146,Cambessedesia espora,-43.709722,-20.061111
SPF,227894,Cambessedesia espora,-46.021306,-19.715389
SPF,97626,Cambessedesia espora,-47.966667,-15.8
MOBOT*,100384133,Cambessedesia espora,-44.0867004394531,-19.7668991088867
MOBOT*,100384134,Cambessedesia espora,-47.657500,-15.840556
MOBOT*,100384140,Cambessedesia espora,-43.879444,-17.778889
MOBOT*,100384144,Cambessedesia espora,-46.940601348877,-19.5932998657227
MOBOT*,100384153,Cambessedesia espora,-47.852778,-15.766389
MOBOT*,100384837,Cambessedesia espora,-49.7057991027832,-24.2511005401611
MOBOT*,100385222,Cambessedesia espora,-47.039167,-19.468611
HCF,12649,Cambessedesia espora,-46.904111,-20.291
JPB*,2571,Cambessedesia espora,-47.9296989440918,-15.7797002792358
UPCB*,84406,Cambessedesia espora,-44.7477989196777,-21.1525001525879
ALCB,67402,Cambessedesia espora,-47.309444,-16.0375
RECOLNAT_MNHN_P*,P05316940,Cambessedesia espora,-47.863333,-15.758611
RECOLNAT_MNHN_P,P05316941,Cambessedesia espora,-47.91667,-15.6
RECOLNAT_MNHN_P*,P05316955,Cambessedesia espora,-45.2532997131348,-21.6968994140625
RECOLNAT_MNHN_P*,P05317023,Cambessedesia espora,-47.9296989440918,-15.7797002792358
RECOLNAT_MNHN_P*,P05317024,Cambessedesia espora,-47.688056,-15.698889
RECOLNAT_MNHN_P*,P05317027,Cambessedesia espora,-47.769167,-15.821944
MBM*,251292,Cambessedesia espora,-46.3182983398438,-13.3983001708984
MBM*,103306,Cambessedesia espora,-43.7407989501953,-18.4543991088867
MBM*,224876,Cambessedesia espora,-46.5691986083984,-22.0680999755859
MBM*,236357,Cambessedesia espora,-44.7308006286621,-17.5981006622314
MBM*,74195,Cambessedesia espora,-47.526389,-14.083333
MBM*,21559,Cambessedesia espora,-49.4636001586914,-24.1128005981445
MBM*,22260,Cambessedesia espora,-44.4042015075684,-19.2744007110596
MBM*,223285,Cambessedesia espora,-46.6300010681152,-23.5400009155273
MBM*,245418,Cambessedesia espora,-47.490833,-14.717222
MBM*,249183,Cambessedesia espora,-49.1150016784668,-25.2061004638672
MBM*,251282,Cambessedesia espora,-47.7841987609863,-14.9856004714966
MBM*,25218,Cambessedesia espora,-45.2532997131348,-21.6968994140625
MBM*,257938,Cambessedesia espora,-44.2616996765137,-21.1355991363525
MBM*,257939,Cambessedesia espora,-43.937198638916,-21.8607997894287
MBM*,259799,Cambessedesia espora,-46.3657989501953,-20.2453002929688
MBM*,259800,Cambessedesia espora,-46.3657989501953,-20.2453002929688
MBM*,40850,Cambessedesia espora,-49.7057991027832,-24.2511005401611
MBM*,40851,Cambessedesia espora,-49.7057991027832,-24.2511005401611
MBM*,74214,Cambessedesia espora,-49.310001373291,-25.3246994018555
MBM*,49840,Cambessedesia espora,-49.8266983032227,-24.1578006744385
